Subject,Experiment,Pilot,Type,Condition,,Chunk.Time,Response.Time,Response,Total.Time
ct1986,2,1,filler,3,3,949,1609,Totally incomplete,6381
,,,,,,,,,
ct1986,2,1,filler,3,4,859,1609,Totally incomplete,6381
,,,,,,,,,
ct1986,2,1,filler,3,5,867,1609,Totally incomplete,6381
,,,,,,,,,
ct1986,2,1,filler,3,6,825,1609,Totally incomplete,6381
,,,,,,,,,
ct1986,2,1,experimental_trial,C,0,907,1783,Somewhat complete,6248
,,,,,,,,,
ct1986,2,1,experimental_trial,C,1,914,1783,Somewhat complete,6248
,,,,,,,,,
ct1986,2,1,experimental_trial,C,2,997,1783,Somewhat complete,6248
,,,,,,,,,
ct1986,2,1,experimental_trial,C,3,887,1783,Somewhat complete,6248
,,,,,,,,,
ct1986,2,1,experimental_trial,C,4,867,1783,Somewhat complete,6248
,,,,,,,,,
ct1986,2,1,experimental_trial,C,5,852,1783,Somewhat complete,6248
,,,,,,,,,
ct1986,2,1,experimental_trial,C,6,824,1783,Somewhat complete,6248
,,,,,,,,,
ct1986,2,1,experimental_trial,C,0,803,3383,Somewhat complete,5938
,,,,,,,,,
ct1986,2,1,experimental_trial,C,1,830,3383,Somewhat complete,5938
,,,,,,,,,
ct1986,2,1,experimental_trial,C,2,815,3383,Somewhat complete,5938
,,,,,,,,,
ct1986,2,1,experimental_trial,C,3,873,3383,Somewhat complete,5938
,,,,,,,,,
ct1986,2,1,experimental_trial,C,4,901,3383,Somewhat complete,5938
,,,,,,,,,
ct1986,2,1,experimental_trial,C,5,880,3383,Somewhat complete,5938
,,,,,,,,,
ct1986,2,1,experimental_trial,C,6,836,3383,Somewhat complete,5938
,,,,,,,,,
ct1986,2,1,experimental_trial,A,0,880,3905,Totally complete,6574
,,,,,,,,,
ct1986,2,1,experimental_trial,A,1,929,3905,Totally complete,6574
,,,,,,,,,
ct1986,2,1,experimental_trial,A,2,991,3905,Totally complete,6574
,,,,,,,,,
ct1986,2,1,experimental_trial,A,3,959,3905,Totally complete,6574
,,,,,,,,,
ct1986,2,1,experimental_trial,A,4,927,3905,Totally complete,6574
,,,,,,,,,
ct1986,2,1,experimental_trial,A,5,938,3905,Totally complete,6574
,,,,,,,,,
ct1986,2,1,experimental_trial,A,6,950,3905,Totally complete,6574
,,,,,,,,,
ct1986,2,1,experimental_trial,A,0,802,1866,Somewhat incomplete,5885
,,,,,,,,,
ct1986,2,1,experimental_trial,A,1,806,1866,Somewhat incomplete,5885
,,,,,,,,,
ct1986,2,1,experimental_trial,A,2,836,1866,Somewhat incomplete,5885
,,,,,,,,,
ct1986,2,1,experimental_trial,A,3,828,1866,Somewhat incomplete,5885
,,,,,,,,,
ct1986,2,1,experimental_trial,A,4,835,1866,Somewhat incomplete,5885
,,,,,,,,,
ct1986,2,1,experimental_trial,A,5,904,1866,Somewhat incomplete,5885
,,,,,,,,,
ct1986,2,1,experimental_trial,A,6,874,1866,Somewhat incomplete,5885
,,,,,,,,,
ct1986,2,1,experimental_trial,A,0,781,5111,Somewhat complete,6019
,,,,,,,,,
ct1986,2,1,experimental_trial,A,1,865,5111,Somewhat complete,6019
,,,,,,,,,
ct1986,2,1,experimental_trial,A,2,866,5111,Somewhat complete,6019
,,,,,,,,,
ct1986,2,1,experimental_trial,A,3,859,5111,Somewhat complete,6019
,,,,,,,,,
ct1986,2,1,experimental_trial,A,4,914,5111,Somewhat complete,6019
,,,,,,,,,
ct1986,2,1,experimental_trial,A,5,919,5111,Somewhat complete,6019
,,,,,,,,,
ct1986,2,1,experimental_trial,A,6,815,5111,Somewhat complete,6019
,,,,,,,,,
ct1986,2,1,experimental_trial,B,0,754,2372,Totally complete,5759
,,,,,,,,,
ct1986,2,1,experimental_trial,B,1,764,2372,Totally complete,5759
,,,,,,,,,
ct1986,2,1,experimental_trial,B,2,773,2372,Totally complete,5759
,,,,,,,,,
ct1986,2,1,experimental_trial,B,3,802,2372,Totally complete,5759
,,,,,,,,,
ct1986,2,1,experimental_trial,B,4,866,2372,Totally complete,5759
,,,,,,,,,
ct1986,2,1,experimental_trial,B,5,917,2372,Totally complete,5759
,,,,,,,,,
ct1986,2,1,experimental_trial,B,6,883,2372,Totally complete,5759
,,,,,,,,,
ct1986,2,1,experimental_trial,B,0,659,1718,Totally complete,4604
,,,,,,,,,
ct1986,2,1,experimental_trial,B,1,578,1718,Totally complete,4604
,,,,,,,,,
ct1986,2,1,experimental_trial,B,2,588,1718,Totally complete,4604
,,,,,,,,,
ct1986,2,1,experimental_trial,B,3,620,1718,Totally complete,4604
,,,,,,,,,
ct1986,2,1,experimental_trial,B,4,715,1718,Totally complete,4604
,,,,,,,,,
ct1986,2,1,experimental_trial,B,5,726,1718,Totally complete,4604
,,,,,,,,,
ct1986,2,1,experimental_trial,B,6,718,1718,Totally complete,4604
,,,,,,,,,
ct1986,2,1,filler,3,0,680,1023,Totally incomplete,4571
,,,,,,,,,
ct1986,2,1,filler,3,1,602,1023,Totally incomplete,4571
,,,,,,,,,
ct1986,2,1,filler,3,2,643,1023,Totally incomplete,4571
,,,,,,,,,
ct1986,2,1,filler,3,3,664,1023,Totally incomplete,4571
,,,,,,,,,
ct1986,2,1,filler,3,4,708,1023,Totally incomplete,4571
,,,,,,,,,
ct1986,2,1,filler,3,5,648,1023,Totally incomplete,4571
,,,,,,,,,
ct1986,2,1,filler,3,6,626,1023,Totally incomplete,4571
,,,,,,,,,
ct1986,2,1,filler,2,0,581,1602,Somewhat incomplete,4791
,,,,,,,,,
ct1986,2,1,filler,2,1,538,1602,Somewhat incomplete,4791
,,,,,,,,,
ct1986,2,1,filler,2,2,563,1602,Somewhat incomplete,4791
,,,,,,,,,
ct1986,2,1,filler,2,3,726,1602,Somewhat incomplete,4791
,,,,,,,,,
ct1986,2,1,filler,2,4,770,1602,Somewhat incomplete,4791
,,,,,,,,,
ct1986,2,1,filler,2,5,770,1602,Somewhat incomplete,4791
,,,,,,,,,
ct1986,2,1,filler,2,6,843,1602,Somewhat incomplete,4791
,,,,,,,,,
ct1986,2,1,experimental_trial,C,0,770,9873,Somewhat complete,5878
,,,,,,,,,
ct1986,2,1,experimental_trial,C,1,859,9873,Somewhat complete,5878
,,,,,,,,,
ct1986,2,1,experimental_trial,C,2,830,9873,Somewhat complete,5878
,,,,,,,,,
ct1986,2,1,experimental_trial,C,3,879,9873,Somewhat complete,5878
,,,,,,,,,
ct1986,2,1,experimental_trial,C,4,886,9873,Somewhat complete,5878
,,,,,,,,,
ct1986,2,1,experimental_trial,C,5,859,9873,Somewhat complete,5878
,,,,,,,,,
ct1986,2,1,experimental_trial,C,6,795,9873,Somewhat complete,5878
,,,,,,,,,
ct1986,2,1,filler,2,0,708,1908,Somewhat incomplete,5326
,,,,,,,,,
ct1986,2,1,filler,2,1,786,1908,Somewhat incomplete,5326
,,,,,,,,,
ct1986,2,1,filler,2,2,721,1908,Somewhat incomplete,5326
,,,,,,,,,
ct1986,2,1,filler,2,3,758,1908,Somewhat incomplete,5326
,,,,,,,,,
ct1986,2,1,filler,2,4,756,1908,Somewhat incomplete,5326
,,,,,,,,,
ct1986,2,1,filler,2,5,788,1908,Somewhat incomplete,5326
,,,,,,,,,
ct1986,2,1,filler,2,6,809,1908,Somewhat incomplete,5326
,,,,,,,,,
ct1986,2,1,filler,1,0,653,2199,Somewhat incomplete,5078
,,,,,,,,,
ct1986,2,1,filler,1,1,777,2199,Somewhat incomplete,5078
,,,,,,,,,
ct1986,2,1,filler,1,2,716,2199,Somewhat incomplete,5078
,,,,,,,,,
ct1986,2,1,filler,1,3,735,2199,Somewhat incomplete,5078
,,,,,,,,,
ct1986,2,1,filler,1,4,729,2199,Somewhat incomplete,5078
,,,,,,,,,
ct1986,2,1,filler,1,5,708,2199,Somewhat incomplete,5078
,,,,,,,,,
ct1986,2,1,filler,1,6,760,2199,Somewhat incomplete,5078
,,,,,,,,,
ct1986,2,1,experimental_trial,B,0,690,2401,Totally complete,5571
,,,,,,,,,
ct1986,2,1,experimental_trial,B,1,707,2401,Totally complete,5571
,,,,,,,,,
ct1986,2,1,experimental_trial,B,2,752,2401,Totally complete,5571
,,,,,,,,,
ct1986,2,1,experimental_trial,B,3,739,2401,Totally complete,5571
,,,,,,,,,
ct1986,2,1,experimental_trial,B,4,836,2401,Totally complete,5571
,,,,,,,,,
ct1986,2,1,experimental_trial,B,5,1055,2401,Totally complete,5571
,,,,,,,,,
ct1986,2,1,experimental_trial,B,6,792,2401,Totally complete,5571
,,,,,,,,,
ct1986,2,1,experimental_trial,B,0,684,1493,Totally complete,5007
,,,,,,,,,
ct1986,2,1,experimental_trial,B,1,681,1493,Totally complete,5007
,,,,,,,,,
ct1986,2,1,experimental_trial,B,2,728,1493,Totally complete,5007
,,,,,,,,,
ct1986,2,1,experimental_trial,B,3,759,1493,Totally complete,5007
,,,,,,,,,
ct1986,2,1,experimental_trial,B,4,712,1493,Totally complete,5007
,,,,,,,,,
ct1986,2,1,experimental_trial,B,5,691,1493,Totally complete,5007
,,,,,,,,,
ct1986,2,1,experimental_trial,B,6,752,1493,Totally complete,5007
,,,,,,,,,
ct1986,2,1,filler,2,0,708,1938,Somewhat incomplete,5421
,,,,,,,,,
ct1986,2,1,filler,2,1,768,1938,Somewhat incomplete,5421
,,,,,,,,,
ct1986,2,1,filler,2,2,757,1938,Somewhat incomplete,5421
,,,,,,,,,
ct1986,2,1,filler,2,3,762,1938,Somewhat incomplete,5421
,,,,,,,,,
ct1986,2,1,filler,2,4,795,1938,Somewhat incomplete,5421
,,,,,,,,,
ct1986,2,1,filler,2,5,795,1938,Somewhat incomplete,5421
,,,,,,,,,
ct1986,2,1,filler,2,6,836,1938,Somewhat incomplete,5421
,,,,,,,,,
ct1986,2,1,experimental_trial,B,0,777,2119,Somewhat complete,5823
,,,,,,,,,
ct1986,2,1,experimental_trial,B,1,817,2119,Somewhat complete,5823
,,,,,,,,,
ct1986,2,1,experimental_trial,B,2,1067,2119,Somewhat complete,5823
,,,,,,,,,
ct1986,2,1,experimental_trial,B,3,755,2119,Somewhat complete,5823
,,,,,,,,,
ct1986,2,1,experimental_trial,B,4,765,2119,Somewhat complete,5823
,,,,,,,,,
ct1986,2,1,experimental_trial,B,5,820,2119,Somewhat complete,5823
,,,,,,,,,
ct1986,2,1,experimental_trial,B,6,822,2119,Somewhat complete,5823
,,,,,,,,,
ct1986,2,1,experimental_trial,A,0,790,3489,Somewhat complete,5870
,,,,,,,,,
ct1986,2,1,experimental_trial,A,1,838,3489,Somewhat complete,5870
,,,,,,,,,
ct1986,2,1,experimental_trial,A,2,848,3489,Somewhat complete,5870
,,,,,,,,,
ct1986,2,1,experimental_trial,A,3,865,3489,Somewhat complete,5870
,,,,,,,,,
ct1986,2,1,experimental_trial,A,4,868,3489,Somewhat complete,5870
,,,,,,,,,
ct1986,2,1,experimental_trial,A,5,892,3489,Somewhat complete,5870
,,,,,,,,,
ct1986,2,1,experimental_trial,A,6,769,3489,Somewhat complete,5870
,,,,,,,,,
ct1986,2,1,filler,1,0,715,2910,Somewhat incomplete,5156
,,,,,,,,,
ct1986,2,1,filler,1,1,720,2910,Somewhat incomplete,5156
,,,,,,,,,
ct1986,2,1,filler,1,2,806,2910,Somewhat incomplete,5156
,,,,,,,,,
ct1986,2,1,filler,1,3,747,2910,Somewhat incomplete,5156
,,,,,,,,,
ct1986,2,1,filler,1,4,732,2910,Somewhat incomplete,5156
,,,,,,,,,
ct1986,2,1,filler,1,5,704,2910,Somewhat incomplete,5156
,,,,,,,,,
ct1986,2,1,filler,1,6,732,2910,Somewhat incomplete,5156
,,,,,,,,,
ct1986,2,1,experimental_trial,C,0,737,1773,Totally complete,5886
,,,,,,,,,
ct1986,2,1,experimental_trial,C,1,870,1773,Totally complete,5886
,,,,,,,,,
ct1986,2,1,experimental_trial,C,2,817,1773,Totally complete,5886
,,,,,,,,,
ct1986,2,1,experimental_trial,C,3,840,1773,Totally complete,5886
,,,,,,,,,
ct1986,2,1,experimental_trial,C,4,838,1773,Totally complete,5886
,,,,,,,,,
ct1986,2,1,experimental_trial,C,5,850,1773,Totally complete,5886
,,,,,,,,,
ct1986,2,1,experimental_trial,C,6,934,1773,Totally complete,5886
,,,,,,,,,
ct1986,2,1,filler,1,0,796,3367,Somewhat incomplete,6282
,,,,,,,,,
ct1986,2,1,filler,1,1,948,3367,Somewhat incomplete,6282
,,,,,,,,,
ct1986,2,1,filler,1,2,922,3367,Somewhat incomplete,6282
,,,,,,,,,
ct1986,2,1,filler,1,3,955,3367,Somewhat incomplete,6282
,,,,,,,,,
ct1986,2,1,filler,1,4,867,3367,Somewhat incomplete,6282
,,,,,,,,,
ct1986,2,1,filler,1,5,923,3367,Somewhat incomplete,6282
,,,,,,,,,
ct1986,2,1,filler,1,6,871,3367,Somewhat incomplete,6282
,,,,,,,,,
jw1983,2,1,experimental_trial,B,0,3168,2971,Totally complete,18862
,,,,,,,,,
jw1983,2,1,experimental_trial,B,1,2979,2971,Totally complete,18862
,,,,,,,,,
jw1983,2,1,experimental_trial,B,2,2679,2971,Totally complete,18862
,,,,,,,,,
jw1983,2,1,experimental_trial,B,3,2708,2971,Totally complete,18862
,,,,,,,,,
jw1983,2,1,experimental_trial,B,4,2457,2971,Totally complete,18862
,,,,,,,,,
jw1983,2,1,experimental_trial,B,5,2253,2971,Totally complete,18862
,,,,,,,,,
jw1983,2,1,experimental_trial,B,6,2618,2971,Totally complete,18862
,,,,,,,,,
jw1983,2,1,filler,2,0,2900,3114,Totally complete,18964
,,,,,,,,,
jw1983,2,1,filler,2,1,2676,3114,Totally complete,18964
,,,,,,,,,
jw1983,2,1,filler,2,2,2600,3114,Totally complete,18964
,,,,,,,,,
jw1983,2,1,filler,2,3,2723,3114,Totally complete,18964
,,,,,,,,,
jw1983,2,1,filler,2,4,2633,3114,Totally complete,18964
,,,,,,,,,
jw1983,2,1,filler,2,5,2631,3114,Totally complete,18964
,,,,,,,,,
jw1983,2,1,filler,2,6,2801,3114,Totally complete,18964
,,,,,,,,,
jw1983,2,1,filler,2,0,2569,3234,Somewhat complete,19389
,,,,,,,,,
jw1983,2,1,filler,2,1,2883,3234,Somewhat complete,19389
,,,,,,,,,
jw1983,2,1,filler,2,2,2856,3234,Somewhat complete,19389
,,,,,,,,,
jw1983,2,1,filler,2,3,2900,3234,Somewhat complete,19389
,,,,,,,,,
jw1983,2,1,filler,2,4,2771,3234,Somewhat complete,19389
,,,,,,,,,
jw1983,2,1,filler,2,5,2640,3234,Somewhat complete,19389
,,,,,,,,,
jw1983,2,1,filler,2,6,2770,3234,Somewhat complete,19389
,,,,,,,,,
jw1983,2,1,experimental_trial,C,0,2548,1705,Totally complete,19772
,,,,,,,,,
jw1983,2,1,experimental_trial,C,1,2255,1705,Totally complete,19772
,,,,,,,,,
jw1983,2,1,experimental_trial,C,2,4137,1705,Totally complete,19772
,,,,,,,,,
jw1983,2,1,experimental_trial,C,3,2827,1705,Totally complete,19772
,,,,,,,,,
jw1983,2,1,experimental_trial,C,4,2797,1705,Totally complete,19772
,,,,,,,,,
jw1983,2,1,experimental_trial,C,5,2567,1705,Totally complete,19772
,,,,,,,,,
jw1983,2,1,experimental_trial,C,6,2641,1705,Totally complete,19772
,,,,,,,,,
jw1983,2,1,experimental_trial,B,0,2614,1619,Totally complete,18956
,,,,,,,,,
jw1983,2,1,experimental_trial,B,1,2594,1619,Totally complete,18956
,,,,,,,,,
jw1983,2,1,experimental_trial,B,2,2868,1619,Totally complete,18956
,,,,,,,,,
jw1983,2,1,experimental_trial,B,3,2708,1619,Totally complete,18956
,,,,,,,,,
jw1983,2,1,experimental_trial,B,4,2725,1619,Totally complete,18956
,,,,,,,,,
jw1983,2,1,experimental_trial,B,5,2788,1619,Totally complete,18956
,,,,,,,,,
jw1983,2,1,experimental_trial,B,6,2659,1619,Totally complete,18956
,,,,,,,,,
jw1983,2,1,filler,1,0,2750,2338,Somewhat complete,18461
,,,,,,,,,
jw1983,2,1,filler,1,1,2730,2338,Somewhat complete,18461
,,,,,,,,,
jw1983,2,1,filler,1,2,2592,2338,Somewhat complete,18461
,,,,,,,,,
jw1983,2,1,filler,1,3,2584,2338,Somewhat complete,18461
,,,,,,,,,
jw1983,2,1,filler,1,4,2598,2338,Somewhat complete,18461
,,,,,,,,,
jw1983,2,1,filler,1,5,2551,2338,Somewhat complete,18461
,,,,,,,,,
jw1983,2,1,filler,1,6,2656,2338,Somewhat complete,18461
,,,,,,,,,
jw1983,2,1,experimental_trial,A,0,2496,3317,Totally complete,17186
,,,,,,,,,
jw1983,2,1,experimental_trial,A,1,2493,3317,Totally complete,17186
,,,,,,,,,
jw1983,2,1,experimental_trial,A,2,2435,3317,Totally complete,17186
,,,,,,,,,
jw1983,2,1,experimental_trial,A,3,2503,3317,Totally complete,17186
,,,,,,,,,
jw1983,2,1,experimental_trial,A,4,2327,3317,Totally complete,17186
,,,,,,,,,
jw1983,2,1,experimental_trial,A,5,2389,3317,Totally complete,17186
,,,,,,,,,
jw1983,2,1,experimental_trial,A,6,2543,3317,Totally complete,17186
,,,,,,,,,
jw1983,2,1,filler,2,0,2388,4586,Somewhat complete,17498
,,,,,,,,,
jw1983,2,1,filler,2,1,2511,4586,Somewhat complete,17498
,,,,,,,,,
jw1983,2,1,filler,2,2,2504,4586,Somewhat complete,17498
,,,,,,,,,
jw1983,2,1,filler,2,3,2609,4586,Somewhat complete,17498
,,,,,,,,,
jw1983,2,1,filler,2,4,2513,4586,Somewhat complete,17498
,,,,,,,,,
jw1983,2,1,filler,2,5,2564,4586,Somewhat complete,17498
,,,,,,,,,
jw1983,2,1,filler,2,6,2409,4586,Somewhat complete,17498
,,,,,,,,,
jw1983,2,1,experimental_trial,C,0,2325,1774,Totally complete,17454
,,,,,,,,,
jw1983,2,1,experimental_trial,C,1,2444,1774,Totally complete,17454
,,,,,,,,,
jw1983,2,1,experimental_trial,C,2,2318,1774,Totally complete,17454
,,,,,,,,,
jw1983,2,1,experimental_trial,C,3,2495,1774,Totally complete,17454
,,,,,,,,,
jw1983,2,1,experimental_trial,C,4,2544,1774,Totally complete,17454
,,,,,,,,,
jw1983,2,1,experimental_trial,C,5,2499,1774,Totally complete,17454
,,,,,,,,,
jw1983,2,1,experimental_trial,C,6,2829,1774,Totally complete,17454
,,,,,,,,,
jw1983,2,1,filler,1,0,2241,1358,Totally complete,15846
,,,,,,,,,
jw1983,2,1,filler,1,1,2236,1358,Totally complete,15846
,,,,,,,,,
jw1983,2,1,filler,1,2,2182,1358,Totally complete,15846
,,,,,,,,,
jw1983,2,1,filler,1,3,2134,1358,Totally complete,15846
,,,,,,,,,
jw1983,2,1,filler,1,4,2292,1358,Totally complete,15846
,,,,,,,,,
jw1983,2,1,filler,1,5,2421,1358,Totally complete,15846
,,,,,,,,,
jw1983,2,1,filler,1,6,2340,1358,Totally complete,15846
,,,,,,,,,
jw1983,2,1,experimental_trial,C,0,2045,1466,Totally complete,13787
,,,,,,,,,
jw1983,2,1,experimental_trial,C,1,2102,1466,Totally complete,13787
,,,,,,,,,
jw1983,2,1,experimental_trial,C,2,1893,1466,Totally complete,13787
,,,,,,,,,
jw1983,2,1,experimental_trial,C,3,1859,1466,Totally complete,13787
,,,,,,,,,
jw1983,2,1,experimental_trial,C,4,1968,1466,Totally complete,13787
,,,,,,,,,
jw1983,2,1,experimental_trial,C,5,1814,1466,Totally complete,13787
,,,,,,,,,
jw1983,2,1,experimental_trial,C,6,2106,1466,Totally complete,13787
,,,,,,,,,
jw1983,2,1,experimental_trial,B,0,2064,1167,Totally complete,15049
,,,,,,,,,
jw1983,2,1,experimental_trial,B,1,2116,1167,Totally complete,15049
,,,,,,,,,
jw1983,2,1,experimental_trial,B,2,2127,1167,Totally complete,15049
,,,,,,,,,
jw1983,2,1,experimental_trial,B,3,2148,1167,Totally complete,15049
,,,,,,,,,
jw1983,2,1,experimental_trial,B,4,2099,1167,Totally complete,15049
,,,,,,,,,
jw1983,2,1,experimental_trial,B,5,2038,1167,Totally complete,15049
,,,,,,,,,
jw1983,2,1,experimental_trial,B,6,2457,1167,Totally complete,15049
,,,,,,,,,
jw1983,2,1,experimental_trial,B,0,2453,1079,Totally complete,17169
,,,,,,,,,
jw1983,2,1,experimental_trial,B,1,2362,1079,Totally complete,17169
,,,,,,,,,
jw1983,2,1,experimental_trial,B,2,2559,1079,Totally complete,17169
,,,,,,,,,
jw1983,2,1,experimental_trial,B,3,2375,1079,Totally complete,17169
,,,,,,,,,
jw1983,2,1,experimental_trial,B,4,2404,1079,Totally complete,17169
,,,,,,,,,
jw1983,2,1,experimental_trial,B,5,2375,1079,Totally complete,17169
,,,,,,,,,
jw1983,2,1,experimental_trial,B,6,2641,1079,Totally complete,17169
,,,,,,,,,
jw1983,2,1,experimental_trial,B,0,2218,2206,Totally complete,17075
,,,,,,,,,
jw1983,2,1,experimental_trial,B,1,1997,2206,Totally complete,17075
,,,,,,,,,
jw1983,2,1,experimental_trial,B,2,2108,2206,Totally complete,17075
,,,,,,,,,
jw1983,2,1,experimental_trial,B,3,2181,2206,Totally complete,17075
,,,,,,,,,
jw1983,2,1,experimental_trial,B,4,4739,2206,Totally complete,17075
,,,,,,,,,
jw1983,2,1,experimental_trial,B,5,2170,2206,Totally complete,17075
,,,,,,,,,
jw1983,2,1,experimental_trial,B,6,1662,2206,Totally complete,17075
,,,,,,,,,
jw1983,2,1,filler,3,0,2283,5445,Somewhat complete,16221
,,,,,,,,,
jw1983,2,1,filler,3,1,2493,5445,Somewhat complete,16221
,,,,,,,,,
jw1983,2,1,filler,3,2,2347,5445,Somewhat complete,16221
,,,,,,,,,
jw1983,2,1,filler,3,3,2167,5445,Somewhat complete,16221
,,,,,,,,,
jw1983,2,1,filler,3,4,2251,5445,Somewhat complete,16221
,,,,,,,,,
jw1983,2,1,filler,3,5,1774,5445,Somewhat complete,16221
,,,,,,,,,
jw1983,2,1,filler,3,6,2906,5445,Somewhat complete,16221
,,,,,,,,,
jw1983,2,1,filler,3,0,254,1603,Totally complete,8559
,,,,,,,,,
jw1983,2,1,filler,3,1,1245,1603,Totally complete,8559
,,,,,,,,,
jw1983,2,1,filler,3,2,982,1603,Totally complete,8559
,,,,,,,,,
jw1983,2,1,filler,3,3,1310,1603,Totally complete,8559
,,,,,,,,,
jw1983,2,1,filler,3,4,1309,1603,Totally complete,8559
,,,,,,,,,
jw1983,2,1,filler,3,5,1708,1603,Totally complete,8559
,,,,,,,,,
jw1983,2,1,filler,3,6,1751,1603,Totally complete,8559
,,,,,,,,,
jw1983,2,1,experimental_trial,C,0,1804,1417,Totally complete,13548
,,,,,,,,,
jw1983,2,1,experimental_trial,C,1,1761,1417,Totally complete,13548
,,,,,,,,,
jw1983,2,1,experimental_trial,C,2,1884,1417,Totally complete,13548
,,,,,,,,,
jw1983,2,1,experimental_trial,C,3,1958,1417,Totally complete,13548
,,,,,,,,,
jw1983,2,1,experimental_trial,C,4,2033,1417,Totally complete,13548
,,,,,,,,,
jw1983,2,1,experimental_trial,C,5,1993,1417,Totally complete,13548
,,,,,,,,,
jw1983,2,1,experimental_trial,C,6,2115,1417,Totally complete,13548
,,,,,,,,,
jw1983,2,1,experimental_trial,B,0,2077,1245,Totally complete,10086
,,,,,,,,,
jw1983,2,1,experimental_trial,B,1,1113,1245,Totally complete,10086
,,,,,,,,,
jw1983,2,1,experimental_trial,B,2,1239,1245,Totally complete,10086
,,,,,,,,,
jw1983,2,1,experimental_trial,B,3,1238,1245,Totally complete,10086
,,,,,,,,,
jw1983,2,1,experimental_trial,B,4,1445,1245,Totally complete,10086
,,,,,,,,,
jw1983,2,1,experimental_trial,B,5,1407,1245,Totally complete,10086
,,,,,,,,,
jw1983,2,1,experimental_trial,B,6,1567,1245,Totally complete,10086
,,,,,,,,,
jw1983,2,1,experimental_trial,A,0,1665,1036,Totally complete,11975
,,,,,,,,,
jw1983,2,1,experimental_trial,A,1,1464,1036,Totally complete,11975
,,,,,,,,,
jw1983,2,1,experimental_trial,A,2,1602,1036,Totally complete,11975
,,,,,,,,,
jw1983,2,1,experimental_trial,A,3,1628,1036,Totally complete,11975
,,,,,,,,,
jw1983,2,1,experimental_trial,A,4,1779,1036,Totally complete,11975
,,,,,,,,,
jw1983,2,1,experimental_trial,A,5,1885,1036,Totally complete,11975
,,,,,,,,,
jw1983,2,1,experimental_trial,A,6,1952,1036,Totally complete,11975
,,,,,,,,,
jw1983,2,1,experimental_trial,A,0,1764,971,Totally complete,12100
,,,,,,,,,
jw1983,2,1,experimental_trial,A,1,1604,971,Totally complete,12100
,,,,,,,,,
jw1983,2,1,experimental_trial,A,2,1648,971,Totally complete,12100
,,,,,,,,,
jw1983,2,1,experimental_trial,A,3,1658,971,Totally complete,12100
,,,,,,,,,
jw1983,2,1,experimental_trial,A,4,1627,971,Totally complete,12100
,,,,,,,,,
jw1983,2,1,experimental_trial,A,5,1775,971,Totally complete,12100
,,,,,,,,,
jw1983,2,1,experimental_trial,A,6,2024,971,Totally complete,12100
,,,,,,,,,
jw1983,2,1,experimental_trial,C,0,1229,1028,Totally complete,10528
,,,,,,,,,
jw1983,2,1,experimental_trial,C,1,1277,1028,Totally complete,10528
,,,,,,,,,
jw1983,2,1,experimental_trial,C,2,1349,1028,Totally complete,10528
,,,,,,,,,
jw1983,2,1,experimental_trial,C,3,1377,1028,Totally complete,10528
,,,,,,,,,
jw1983,2,1,experimental_trial,C,4,1460,1028,Totally complete,10528
,,,,,,,,,
jw1983,2,1,experimental_trial,C,5,1559,1028,Totally complete,10528
,,,,,,,,,
jw1983,2,1,experimental_trial,C,6,2277,1028,Totally complete,10528
,,,,,,,,,
jw1983,2,1,filler,1,0,1245,1176,Somewhat complete,11176
,,,,,,,,,
jw1983,2,1,filler,1,1,1442,1176,Somewhat complete,11176
,,,,,,,,,
jw1983,2,1,filler,1,2,1457,1176,Somewhat complete,11176
,,,,,,,,,
jw1983,2,1,filler,1,3,1487,1176,Somewhat complete,11176
,,,,,,,,,
jw1983,2,1,filler,1,4,1481,1176,Somewhat complete,11176
,,,,,,,,,
jw1983,2,1,filler,1,5,1622,1176,Somewhat complete,11176
,,,,,,,,,
jw1983,2,1,filler,1,6,2442,1176,Somewhat complete,11176
,,,,,,,,,
jw1983,2,1,experimental_trial,C,0,1457,1230,Totally complete,11362
,,,,,,,,,
jw1983,2,1,experimental_trial,C,1,1448,1230,Totally complete,11362
,,,,,,,,,
jw1983,2,1,experimental_trial,C,2,1573,1230,Totally complete,11362
,,,,,,,,,
jw1983,2,1,experimental_trial,C,3,1599,1230,Totally complete,11362
,,,,,,,,,
jw1983,2,1,experimental_trial,C,4,1651,1230,Totally complete,11362
,,,,,,,,,
jw1983,2,1,experimental_trial,C,5,1597,1230,Totally complete,11362
,,,,,,,,,
jw1983,2,1,experimental_trial,C,6,2037,1230,Totally complete,11362
,,,,,,,,,
jw1983,2,1,experimental_trial,A,0,1522,1212,Totally complete,11112
,,,,,,,,,
jw1983,2,1,experimental_trial,A,1,1496,1212,Totally complete,11112
,,,,,,,,,
jw1983,2,1,experimental_trial,A,2,1530,1212,Totally complete,11112
,,,,,,,,,
jw1983,2,1,experimental_trial,A,3,1539,1212,Totally complete,11112
,,,,,,,,,
jw1983,2,1,experimental_trial,A,4,1556,1212,Totally complete,11112
,,,,,,,,,
jw1983,2,1,experimental_trial,A,5,1601,1212,Totally complete,11112
,,,,,,,,,
jw1983,2,1,experimental_trial,A,6,1868,1212,Totally complete,11112
,,,,,,,,,
jw1983,2,1,experimental_trial,A,0,4809,2642,Totally complete,14778
,,,,,,,,,
jw1983,2,1,experimental_trial,A,1,1528,2642,Totally complete,14778
,,,,,,,,,
jw1983,2,1,experimental_trial,A,2,1630,2642,Totally complete,14778
